ECONOMY_NAME,promedio_anio_2025,promedio_IN_2025,promedio_OUT_2025,ISO3,GII_Score_2025,GII_Rank_2025,promedio_anio_2024,promedio_IN_2024,promedio_OUT_2024,GII_Score_2024,GII_Rank_2024,promedio_anio_2023,promedio_IN_2023,promedio_OUT_2023,GII_Score_2023,GII_Rank_2023,promedio_anio_2022,promedio_IN_2022,promedio_OUT_2022,GII_Score_2022,GII_Rank_2022,promedio_anio_2021,promedio_IN_2021,promedio_OUT_2021,GII_Rank_2021,GII_Score_2021,POP_2025,PPPGDP_2025,PPPPC_2025,POP_2024,PPPGDP_2024,PPPPC_2024,POP_2023,PPPGDP_2023,PPPPC_2023,POP_2022,PPPGDP_2022,PPPPC_2022,POP_2021,PPPPC_2021
Barbados,2022.6852,2022.5,2023.0555,BRB,25.1250313227345,84,2021.9445,2021.8334,2022.1666,26.054190824654,77,,,,,,,,,,,,,,,,282.47,6.408,22034.88,245.63,5.436,18738.27,,,,,,,,
Belarus,2022.7715,2022.6171,2023.0869,BLR,25.0990285299842,85,2021.8143,2021.6041,2022.2727,24.206621637608,85,2020.9305,2020.6735,2021.4783,26.8439077464011,80,2019.9595,2019.8,2020.2916,27.52567883486283,77,2018.7838,2018.7142,2018.92,62,32.5894072546676,9056.700000000001,293.136,32098.48,9115.67,221.186,24016.6,9534.950000000001,201.967,21709.28,9443,200.7,21467,9449.32,19758.65
Belgium,2022.921,2022.6538,2023.5,BEL,48.463340688029,21,2022.1082,2021.92,2022.5,47.7332447283681,24,2020.9231,2020.6415,2021.52,49.9437944741835,23,2020.0909,2019.9608,2020.3462,46.87696240942991,26,2019,2018.9231,2019.1538,22,49.170638193807,11738.77,863.837,73221.64,11712.9,769.682,65813.45,11655.93,723.09,62065.14,11632,645.4,55919,11589.62,50114.21
Benin,2022.9166,2022.7179,2023.2858,BEN,17.81319621734,118,2021.8813,2021.5385,2022.55,15.4416934450452,119,2020.9667,2020.6154,2021.619,16.0123808795275,120,2019.9153,2019.75,2020.2632,14.63767755907141,124,2018.629,2018.5,2018.9,128,17.9507249700625,14462.73,63.541,4500.58,14111.03,59.241,4305.31,13352.86,53.699,4182.9,12451,46.5,3720,12123.2,3443.3
Bolivia (Plurinational State of),2022.9491,2022.9736,2022.9048,BOL,19.6355159199636,111,2021.8983,2021.7632,2022.1428,20.2463408727639,100,2020.7759,2020.9445,2020.5,21.4468273976972,97,,,,,,2018.375,2018.4359,2018.28,104,23.4185181415923,12413.31,139.158,11322.89,12244.17,125.428,10340.34,12224.11,118.802,9933.290000000001,,,,11673.03,8342.24
Bosnia and Herzegovina,2023.0139,2022.8368,2023.3914,BIH,23.4297070492247,92,2021.9718,2021.75,2022.4348,25.4678505303375,80,2021,2020.7446,2021.5,27.1487222293485,77,2019.9861,2019.8298,2020.28,28.51723310440471,70,2019.0822,2019.0625,2019.12,75,29.6022910263198,3164.26,74.27800000000001,21498.09,3185.08,68.012,19633.56,3233.53,62.165,17899.1,3263,53.2,16302,3280.82,14894.61
Botswana,2022.877,2022.5952,2023.3914,BWA,24.631467935984,87,2022.0909,2021.9767,2022.3043,23.0828006086502,87,2020.411,2019.8979,2021.4584,24.6062056676058,85,2019.4854,2019.1957,2020.0909,23.87656948111182,86,2018.3636,2018.1136,2018.8636,106,22.9329595257034,2521.14,53.642,19723.37,2480.26,51.886,19394.05,2630.3,47.046,19198.58,2397,41.1,17163,2351.63,16152.66
Brazil,2023.1733,2023.02,2023.48,BRA,32.8689996973019,52,2022,2021.7646,2022.48,32.7401426134232,50,2020.9871,2020.7255,2021.5,33.6453000667027,49,2019.9359,2019.7451,2020.2963,32.53678168413144,54,2018.8846,2018.7451,2019.1482,57,34.2121053172555,211998.57,4702.004,22122.71,211140.73,4101.02,20078.87,215313.5,3782.76,17683.84,213993,3437.6,16169,212559.41,14562.83
Brunei Darussalam,2022.661,2022.317,2023.4445,BRN,24.4634487311813,88,2021.6833,2021.3096,2022.5555,22.7695131522168,88,2020.7705,2020.4048,2021.579,23.4641389333566,87,2019.5902,2019.5581,2019.6666,22.15098540380216,92,2018.5846,2018.7446,2018.1666,82,28.1575442877917,462.72,41.016,91046.39999999999,458.93,32,72609.57000000001,449,31.904,74195.97,442,30.3,65675,437.48,61815.99
Bulgaria,2023.1316,2022.9807,2023.4584,BGR,39.0927629267023,37,2022.1184,2021.9615,2022.4584,38.4892066497048,38,2021.0385,2020.8302,2021.48,38.9839325157737,38,2019.9872,2019.8679,2020.24,39.52963896672011,35,2018.8607,2018.7593,2019.08,35,42.3564101433246,6757.69,248.906,39185.32,6795.8,216.499,33780.38,6781.95,198.349,29177.96,6897,177.7,25847,6948.45,23741.05
Burkina Faso,2022.7937,2022.5714,2023.238,BFA,15.8776583516753,126,2021.9354,2021.7073,2022.381,12.7555015644874,129,2020.8889,2020.5952,2021.4762,14.5090095377466,124,2019.877,2019.75,2020.1428,15.2941139706693,120,2018.8462,2018.7142,2019.0869,115,20.5017877754184,23548.78,68.58,2850.07,23025.78,62.788,2682.63,22673.76,58.812,2655.6,21497,52.6,2444,20903.28,2202.82
Burundi,2022.1207,2021.6666,2023.0526,BDI,15.7636989976951,127,2021.1187,2020.7,2022,13.2053427019115,127,2020.0313,2019.6279,2020.8572,12.4543160850854,130,2019.0646,2018.8409,2019.6111,12.33429182583839,130,,,,,,14047.79,13.174,985.65,13689.47,11.551,890.18,12889.58,10.898,865.04,12255,9.5,779,,
Cabo Verde,2022.4423,2022.1714,2023,CPV,22.5901685725116,95,2021.3773,2021.0278,2022.1177,22.2855970654165,90,2020.5555,2020.2778,2021.1111,23.2998516358127,91,,,,,,2018.5344,2018.6,2018.3889,89,25.6724774033919,524.88,5.83,11397.07,522.3200000000001,5.717,9909.370000000001,593.15,4.823,8459.809999999999,,,,555.99,6980.12
Cambodia,2022.4395,2021.9788,2023.579,KHM,21.9632876672319,100,2021.5758,2021.2128,2022.4736,19.886365390103,103,2020.597,2020.2979,2021.3,20.8116922965779,101,2019.5758,2019.2609,2020.3,20.49133013268948,97,2018.5942,2018.4468,2018.9091,109,22.7701186987784,17638.8,139.801,8136.53,17423.91,98.319,6086.74,16767.84,89.289,5582.96,16946,78.09999999999999,4930,16718.97,4441.02
Cameroon,2022.8413,2022.6428,2023.238,CMR,18.1843870946301,116,2021.4688,2021.0698,2022.2858,14.4239353784668,123,2020.5077,2020.1163,2021.2727,15.2794007850819,123,2019.4445,2019.1666,2020,15.10843639792447,121,2018.4923,2018.1818,2019.1428,123,19.6651086991676,29123.75,163.156,5565.67,28372.67,133.335,4660.75,27914.54,123.341,4418.99,27224,105.1,3860,26545.86,3709.8
Canada,2023.2739,2023.2041,2023.4166,CAN,51.0643545243557,17,2022.1918,2022.0204,2022.5416,52.9052690149423,14,2021.1333,2020.9399,2021.52,53.7852547789101,15,2019.7792,2019.5491,2020.2307,50.76148430101948,15,2018.7533,2018.5491,2019.1538,16,53.1367976669032,39742.43,2582.228,62765.57,39296.57,2378.97,59813.41,38454.33,2240.39,57827.45,38068,2027.4,53089,37742.16,47568.77
Chile,2023.052,2022.9615,2023.24,CHL,33.0660923295208,51,2022.079,2021.9608,2022.3199,32.6249418382194,51,2021.0385,2020.8654,2021.3846,33.2784751216276,52,2019.9747,2019.8846,2020.1482,33.99895190257117,50,2018.8148,2018.7037,2019.037,53,35.1368332411665,19764.77,674.388,33574.4,19658.83,597.52,29934.53,19603.73,575.516,28887.5,19212,522.8,26513,19116.21,23454.95
China,2023.0422,2022.9375,2023.2609,CHN,56.5551447506996,10,2022.0428,2021.9362,2022.2609,56.3227300224464,11,2021.0959,2020.9375,2021.4,55.3141241777718,12,2020,2019.8979,2020.1923,55.26319925900796,11,2018.9041,2018.7959,2019.125,12,54.795049921655,1419321.28,37072.086,26309.99,1422584.93,32897.93,23308.77,1425887.34,30074.38,21290.89,1444216,27072,19090,1439323.77,17205.65
Colombia,2023.0132,2022.7843,2023.48,COL,28.4802835988839,71,2022.0779,2021.8846,2022.48,29.1821414523479,61,2021.0759,2020.8679,2021.5,29.4487576308898,66,2020.125,2020.0377,2020.2963,29.21928678551654,63,2019.025,2018.9623,2019.1482,67,31.7172977822376,52886.36,1129.638,21436.9,52321.17,1016.12,19482.31,51874.02,964.7430000000001,18693.14,51266,812.8,15922,50882.88,14136.84
Congo,2022.7322,2022.6666,2022.85,COG,13.6151883227489,137,,,,,,,,,,,,,,,,,,,,,6332.96,40.403,6403.61,,,,,,,,,,,
Costa Rica,2022.9867,2022.8462,2023.3043,CRI,28.3589014854175,72,2022.0411,2021.9,2022.3478,28.33390095629,70,2020.9315,2020.6735,2021.4584,27.8537881050315,74,2020.0135,2019.8979,2020.24,28.66854213535027,68,2018.7922,2018.6666,2019.0385,56,34.4806858857867,5129.91,158.645,29779.19,5105.52,141.527,26809.25,5180.83,129.95,24836.58,5139,111.9,21592,5094.11,19309.33
Croatia,2023.2267,2023.1372,2023.4166,HRV,37.6794484448472,40,2022.1733,2022.0392,2022.4584,36.3368538066526,43,2021.1039,2020.9231,2021.48,37.0705830690999,44,2020.1282,2020.0577,2020.2693,35.60324384172268,42,2019,2018.9412,2019.1154,42,37.2684767283675,3875.33,187.192,48811.09,3896.04,164.672,42873.04,4030.36,150.433,37549.8,4082,124.8,31112,4105.27,27681.32
Cyprus,2023.2134,2023.0962,2023.4783,CYP,45.4989362579263,25,2022.16,2022.0385,2022.4348,45.0687146520921,27,2021.1169,2020.9434,2021.5,46.2916266293781,28,2020.0513,2019.9434,2020.28,46.17397738000402,27,2018.9872,2018.9246,2019.12,28,46.7265286362168,1358.28,55.14,59857.88,1344.95,49.655,53931.29,1251.49,44.762,49504.44,1216,38.6,42832,1207.36,39078.53
Czech Republic,2023.2466,2023.1224,2023.5,CZE,42.0357587785266,32,2022.1781,2022.0408,2022.4584,44.0423616421437,30,2021.0394,2020.8235,2021.48,44.8337477568963,31,2020.026,2019.8823,2020.3077,42.83838891248131,30,2018.9747,2018.8846,2019.1482,24,49.0171710352009,10735.86,619.881,56686.22,10809.73,539.318,49025.44,10493.99,514.732,48918.58,10725,469.1,43714,10708.98,40293.28
Côte d'Ivoire,2023.0151,2022.907,2023.2174,CIV,19.7318917311744,110,2022,2021.7675,2022.4546,17.4919526502178,112,2021,2020.7441,2021.4783,18.1858508580071,112,2019.9851,2019.8636,2020.2174,17.83371342446161,109,2018.9395,2018.7727,2019.2727,114,21.0002494968976,31934.23,244.611,7648.16,31165.69,202.647,6960.09,28160.54,181.533,6397,27054,158.3,5724,26378.28,5360.11
Denmark,2023.2297,2023.1224,2023.4399,DNK,56.914915504656,9,2022.2028,2022.0613,2022.48,57.1140190617839,10,2021.1184,2020.92,2021.5,58.7334053271081,9,2020.0389,2019.96,2020.1852,55.93203082515612,10,2018.9872,2018.902,2019.1482,9,57.3382685173759,5977.41,496.696,83454.42,5948.13,441.754,74957.66,5882.26,411.039,69845.09,5813,370.3,63405,5792.2,57781.37
Dominican Republic,2023.1692,2022.9773,2023.5714,DOM,22.5684623142576,97,2022.1094,2021.9302,2022.4762,20.8215483843826,97,2020.9219,2020.5952,2021.5454,22.3974827535771,94,2019.8889,2019.6666,2020.3334,22.70221404153894,90,2018.9077,2018.7906,2019.1364,93,25.1140260836504,11427.55,312.565,28949.59,11331.29,273.703,25523.02,11228.82,256.446,24119.55,10954,220.7,20944,10847.9,18782.72
Ecuador,2023.2538,2023.1777,2023.4091,ECU,19.5397643865799,113,2021.662,2021.3062,2022.4546,19.3268161742894,105,2020.5695,2020.1428,2021.4783,20.5447196996853,104,2019.6438,2019.36,2020.2609,20.29264635596968,98,2018.5676,2018.3062,2019.08,91,25.3804395507861,18135.48,296.728,16515.54,17980.09,242.579,13285.24,18001,229.815,12763.08,17888,204.7,11529,17643.06,10617.16
Egypt,2022.8816,2022.6923,2023.2916,EGY,24.7122281668271,86,2021.921,2021.6923,2022.4166,23.6549537723895,86,2020.7821,2020.4906,2021.4,24.2140804860647,86,2019.8206,2019.6981,2020.08,22.70350682317211,89,2018.921,2018.8462,2019.0834,94,25.0886251958934,116538.26,2231.822,20799.05,114535.77,1809.43,17123.03,110990.1,1661.96,15958.55,104258,1381.1,13422,102334.4,12718.99
El Salvador,2022.9403,2022.7234,2023.45,SLV,22.2405152629759,98,2021.7313,2021.4255,2022.45,20.6123235387354,98,2020.6177,2020.2979,2021.3334,21.7983679837373,95,2019.8,2019.5778,2020.3,19.88444530402532,100,2018.9286,2018.8368,2019.1428,96,25.014930635491,6338.19,84.22,13172.75,6309.63,74.505,11717.11,6336.39,69.285,10576.06,6518,62.3,9551,6486.2,8401.059999999999
Estonia,2023.2894,2023.2115,2023.4584,EST,51.091978139021,16,2022.2764,2022.1923,2022.4584,52.3079348959785,16,2020.9744,2020.7358,2021.48,53.3765597712525,16,2020.0127,2019.8679,2020.3077,50.18536036076867,18,2018.9359,2018.8462,2019.1154,21,49.9154008733034,1360.55,65.53700000000001,48008.04,1367.13,60.997,45235.53,1326.06,61.389,46125.98,1325,55.7,41892,1326.54,37032.82
Ethiopia,2022.3226,2021.7858,2023.45,ETH,14.4210533028796,134,2021.3934,2020.8536,2022.5,12.3254045996613,130,2020.0461,2019.5909,2021,14.3268132156974,125,2018.9254,2018.5778,2019.6364,16.30843805986354,117,2018.1267,2017.9166,2018.5652,126,18.6285541363461,132059.76,434.441,4045.13,128691.68,393.297,3719.22,123379.92,347.847,3433.96,117876,298.6,3024,114963.58,2771.98
Finland,2023.2078,2023.0769,2023.48,FIN,57.7063647384345,7,2022.2078,2022.0769,2022.48,59.436930521486,7,2021.0897,2020.9231,2021.4231,61.1951902326951,6,2020.1393,2020.0385,2020.3334,56.87609973957856,9,2019.0385,2018.9803,2019.1482,7,58.3615674410681,5617.31,361.312,64657.34,5601.19,335.76,59869.12,5540.75,324.829,58659,5548,293.6,53084,5540.72,49333.93
France,2023.1299,2022.9615,2023.48,FRA,53.4156786988289,13,2022.1688,2022.0193,2022.48,55.4133232928537,12,2021.1266,2020.9434,2021.5,56.018613327274,11,2020.125,2020.0189,2020.3334,54.95652605063425,12,2019,2018.9231,2019.1482,11,54.964702053711,66548.53,4359.372,65940.41,66438.83,3868.62,58765.13,64626.63,3688.32,56199.9,65426,3322.3,50876,65273.51,45454.19
Georgia,2022.9445,2022.7755,2023.3043,GEO,31.2147916262919,56,2022.0139,2021.8572,2022.3478,30.3858225544874,57,2020.9305,2020.6875,2021.4166,29.9371366054839,65,2020.0704,2019.9783,2020.24,27.88496073065988,74,2018.9867,2018.9183,2019.1154,63,32.4105462189306,3807.67,102.245,27363.37,3807.47,82.20999999999999,22357.41,3744.39,73.57899999999999,19788.5,3980,61.6,16590,3989.18,15142.4
Germany,2023.2467,2023.1538,2023.4399,DEU,55.4553512524913,11,2022.2208,2022.0962,2022.48,58.0828366917044,9,2021.1646,2021,2021.5,58.7553654678079,8,2020.1393,2020.0385,2020.3334,57.22797997385619,8,2019.0127,2018.9423,2019.1482,10,57.3229082642475,84552.24000000001,6017.222,70930.36,84548.24000000001,5537.99,66037.75999999999,83369.84,5316.93,63834.86,83900,4843.4,58150,83783.95,53571.19
Ghana,2023,2022.9318,2023.1428,GHA,21.8535373304419,101,2022,2021.8889,2022.238,20.0347365544997,101,2020.4203,2020.2826,2020.6957,21.3483372426253,99,2019.3334,2019.4348,2019.1305,20.78194000112028,95,2017.9143,2017.78,2018.25,112,22.3253193725415,34427.42,269.105,7975.13,33787.93,227.189,6905.04,33475.87,217.525,6780.28,31732,193.6,6190,31072.95,5706.51
Greece,2023.1578,2023.0385,2023.4166,GRC,37.3467991812641,42,2022.1974,2022.0769,2022.4584,36.1527552685101,45,2021.1538,2020.9811,2021.52,37.5332223549976,42,2020.1266,2020.0189,2020.3462,34.54275259158004,44,2019.0385,2018.9807,2019.1538,47,36.3201823902777,10047.82,436.757,42065.72,10242.9,416.969,39864.06,10384.97,387.801,36465.54,10371,339.7,31821,10423.06,29045.1
Guatemala,2023.0145,2022.8368,2023.45,GTM,17.0682675135829,123,2021.8235,2021.5714,2022.4736,14.5602051202637,122,2020.8971,2020.6459,2021.5,15.8244003533516,122,2019.9131,2019.7084,2020.381,17.79934145998092,110,2018.6714,2018.5957,2018.826,101,24.1336934902728,18406.36,264.033,14791.41,18124.85,201.365,10595.28,17843.91,185.849,9931.43,18250,163.1,8895,17915.57,8266.74
Guinea,2022.3392,2022.2222,2022.55,GIN,14.9131339740748,133,,,,,,2020.5358,2020.2778,2021,13.3344048557916,128,2018.9259,2018.7222,2019.3334,11.57500442665697,132,2017.9323,2017.8462,2018.1,130,16.6868113659129,14754.78,66.624,4321.38,,,,13859.34,43.922,2993.08,13497,40.3,2818,13132.79,2515.63
Honduras,2022.8226,2022.5238,2023.45,HND,17.6553573629036,119,2021.8226,2021.5238,2022.45,16.7427094604863,114,2020.6515,2020.3334,2021.3334,16.6675562381859,116,2019.5538,2019.3695,2020,17.27188885640354,113,2018.8088,2018.6595,2019.1428,108,22.7937488702377,10825.7,81.06,7604.66,10644.84,75.03,7162.66,10432.86,69.684,6769.15,10063,58.3,5767,9904.610000000001,5537.87
"Hong Kong, China",2022.676,2022.4286,2023.2273,HKG,51.4639547637293,15,2021.9117,2021.6875,2022.45,50.1415390716495,18,2020.7971,2020.5106,2021.4091,53.286141918922,17,2019.9851,2019.8667,2020.2273,51.76112382600861,14,2018.9028,2018.7916,2019.125,14,53.6753710362083,7414.91,569.828,75406.84,7442.71,548.999,72860.75999999999,7488.87,518.7430000000001,69987.03999999999,7553,488.7,65403,7496.99,58165.2
Hungary,2023.2858,2023.1923,2023.48,HUN,39.9943737874299,36,2022.2338,2022.1154,2022.48,39.5715653305609,36,2021.1393,2020.9623,2021.5,41.3387599239088,35,2020.1125,2020,2020.3334,39.83004718653123,34,2018.9875,2018.9056,2019.1482,34,42.6846278511662,9676.139999999999,448.456,46807.17,9686.459999999999,421.683,43601.43,9967.309999999999,409.834,42132.31,9634,359.9,36849,9660.35,32433.84
Iceland,2023.2253,2023.1021,2023.5,ISL,47.0172011061986,24,2022.2,2022.0834,2022.4546,48.543765479737,22,2021.1644,2020.98,2021.5652,50.6871135688954,20,2020,2019.9,2020.2174,49.4522546351368,20,2018.973,2018.902,2019.1305,17,51.759853220742,393.4,30.241,78808.03999999999,386.98,27.078,69833.11,372.9,24.888,66466.99000000001,343,21.9,59268,341.25,54482.29
India,2023.1184,2022.9423,2023.5,IND,38.1998133830439,38,2022.1052,2021.9231,2022.5,38.3088312266692,39,2021.1948,2021.0577,2021.48,38.1101305743537,40,2019.9744,2019.8462,2020.2307,36.56821136366321,40,2018.8206,2018.6923,2019.0769,46,36.3863685191455,1450935.79,16019.97,11111.71,1439163.44,13119.62,9183.370000000001,1417173.17,11665.49,8293.200000000001,1393409,10181.2,7314,1380004.39,6283.57
Indonesia,2022.7565,2022.434,2023.4399,IDN,31.305020749127,55,2021.8462,2021.5471,2022.48,30.619177515779,54,2020.725,2020.3704,2021.4615,30.2953940677684,61,2019.7531,2019.5927,2020.0741,27.85069232661749,75,2018.8025,2018.7037,2019,87,27.0529874775612,283487.93,4658.321,16542.11,281190.1,4393.37,15835.82,275501.34,4023.5,14638.41,276362,3530.3,12967,273523.62,12345.13
Iran,2022.5205,2022.22,2023.174,IRN,28.5209732318439,70,2021.6957,2021.3695,2022.3478,28.881009628277,64,2020.7,2020.4348,2021.2084,30.0688157997971,62,2019.662,2019.6305,2019.72,32.8866048328799,53,2018.7397,2018.5957,2019,60,32.8913031873989,91567.74000000001,1698.463,19606.81,90608.71000000001,1725.87,19941.53,88550.57000000001,1599.25,18663.23,85029,1189.2,13993,83992.95,11963.33
Iraq,,,,IRQ,,,,,,,,,,,,,2019.2778,2018.9722,2019.8889,11.90993541211882,131,,,,,,,,,,,,,,,41179,428.9,10415,,
Ireland,2023.1082,2022.902,2023.5652,IRL,50.3512250208889,18,2021.9078,2021.7693,2022.2084,49.9608312224456,19,2020.9351,2020.7693,2021.28,50.4154096683924,22,2019.9615,2019.9038,2020.0769,48.54384583240071,23,2018.948,2018.9412,2018.9615,19,50.6574238969418,5255.02,691.904,127750.16,5196.64,722.929,137638.2,5023.11,666.309,131034.14,4983,561.5,111360,4937.8,89382.78999999999
Israel,2023.1757,2023.04,2023.4584,ISR,52.2499679129743,14,2022.1644,2022.0204,2022.4584,52.7268736866671,15,2020.9736,2020.7255,2021.48,54.3116329634855,14,2019.7533,2019.5491,2020.1538,50.22810225299258,16,2018.7662,2018.5883,2019.1154,15,53.4216491034637,9387.02,541.343,54446.21,9256.32,537.14,54771.43,9038.309999999999,496.841,52173.08,8790,421.8,44966,8655.540000000001,39125.81
Italy,2023.2987,2023.2115,2023.48,ITA,44.9447399864804,28,2022.0779,2021.8846,2022.48,45.3255605228568,26,2021.0632,2020.849,2021.5,46.6079914474976,26,2020.025,2019.9056,2020.2593,46.06468856430629,28,2018.9747,2018.8846,2019.1482,29,45.7001581495462,59342.87,3597.954,60992.86,59499.43,3193.18,54258.99,59037.47,3022.16,51061.79,60367,2697.1,45267,60461.83,40065.5
Jamaica,2022.8182,2022.6591,2023.1364,JAM,25.2313732404532,83,2021.9365,2021.8049,2022.1818,25.671688029187,79,2020.8387,2020.5641,2021.3043,27.0569666235292,78,2019.9048,2019.7561,2020.1818,27.73484076907622,76,2018.871,2018.6904,2019.25,74,29.6396408748843,2839.18,33.775,12283.26,2839.78,35.69,12994.58,2827.38,32.818,11962.38,2973,29.6,10815,2961.16,10221.32
Japan,2023.2106,2023.0785,2023.48,JPN,53.5565691353389,12,2022.1842,2022.0588,2022.4399,54.1235042857514,13,2021.1688,2021.0197,2021.4615,54.6225205116417,13,2020.052,2020,2020.1482,53.57380993012833,13,2019.0526,2019.0408,2019.0741,13,54.4684905237199,123753.04,6572.198,53059.36,124370.95,6495.21,52119.56,123951.69,6109.96,48812.76,126051,5633.5,44935,126476.46,41636.63
Jordan,2023.0685,2022.8776,2023.4584,JOR,29.6936103734472,65,2022.1111,2021.9166,2022.5,27.4524305911354,73,2021.0135,2020.7551,2021.52,28.2456523113381,71,2019.921,2019.84,2020.0769,27.35595431228269,78,2018.9467,2018.86,2019.12,81,28.3179074142656,11552.88,124.284,10916.51,11439.23,132.092,12809.17,11285.87,123.351,11974.86,10269,111.7,10821,10203.14,10006.95
Kazakhstan,2023,2022.8199,2023.375,KAZ,26.341209901218,81,2021.7368,2021.5,2022.25,25.6729509025617,78,2020.7693,2020.566,2021.2,26.6808229924027,81,2019.9103,2019.8302,2020.08,24.70950429936283,83,2018.962,2018.9434,2019,79,28.6004925379085,20592.57,830.605,41366.31,20432.42,654.05,32712.12,19398,596.6660000000001,30827.31,18995,536.3,28043,18776.71,26589.16
Kenya,2022.9706,2022.7675,2023.3199,KEN,21.3791141049195,102,2021.9552,2021.7209,2022.375,20.9867958921518,96,2020.9697,2020.6586,2021.48,21.2437139160974,100,2019.9854,2019.881,2020.1538,22.74757455315729,88,2018.2236,2017.7,2019.2307,85,27.4552147256705,56432.94,375.356,7157.32,55339.01,338.964,6576.85,54027.49,311.753,6121.95,54986,269.3,5407,53771.3,4993.31
Kuwait,2022.597,2022.3409,2023.0869,KWT,28.214301980858,73,2021.5151,2021.1364,2022.2727,28.0921442831335,71,2020.4923,2020.1591,2021.1904,29.938295143065,64,2019.6418,2019.3556,2020.2273,29.2435548857085,62,2018.697,2018.4884,2019.0869,72,29.8978067707931,4934.51,249.255,49736.26,4838.79,256.593,51764.83,4268.87,248.113,51527.92,4329,211.3,44609,4270.56,41734.72
Kyrgyzstan,2023,2022.8049,2023.3478,KGZ,22.5707539115952,96,2022.0781,2021.8837,2022.4762,20.3544488186132,99,2021.0151,2020.7727,2021.5,20.1633348361353,106,2019.9559,2019.8636,2020.125,21.07586415891979,94,2018.863,2018.8085,2018.9615,98,24.4526684041918,7186.01,55.01,7772.56,7073.5,44.623,6438.07,6630.62,39.214,5771.06,6628,34.5,5187,6524.19,4824.28
Lao People's Democratic Republic,2022.625,2022.5278,2022.8,LAO,20.1188233799915,109,2021.5254,2021.359,2021.85,17.8426597384543,111,2020.5,2020.4103,2020.6666,18.3125844475065,110,2019.4916,2019.5385,2019.4,17.44539993446908,112,2018.5082,2018.439,2018.65,117,20.1837884762561,7769.82,74.76000000000001,9727.290000000001,7664.99,74.205,9787.049999999999,7529.48,68.57299999999999,9166.25,7379,62.3,8444,7275.56,8220.889999999999
Latvia,2023.2877,2023.2157,2023.4546,LVA,37.5271138784222,41,2022.2192,2022.1177,2022.4546,36.3534671628185,42,2021.1316,2020.9807,2021.4584,39.7308566328053,37,2020.0909,2020,2020.28,36.53448769740145,41,2019,2018.9423,2019.12,38,39.9841302420783,1871.87,81.798,43526.93,1882.41,76.55,40891.8,1850.65,72.033,38123.99,1867,65.09999999999999,34169,1886.2,30578.82
Lebanon,2022.2,2022.0682,2022.4762,LBN,23.6120255291244,90,2021.2188,2021.0233,2021.619,21.537104780639,94,2019.9839,2019.6904,2020.6,23.1838863125127,92,,,,,,2018.5151,2018.4222,2018.7142,92,25.1192411413933,5805.96,,,5773.49,,,5489.74,,,,,,6825.44,11562.15
Lesotho,2022.0566,2021.5946,2023.125,LSO,14.933774247496,132,,,,,,,,,,,,,,,,,,,,,2337.42,7.055,3260.42,,,,,,,,,,,
Lithuania,2023.1351,2023.0197,2023.3914,LTU,40.7890541798699,33,2022.1487,2022.0197,2022.4348,40.0573028213352,35,2021.1448,2020.9807,2021.5,41.9537384869814,34,2019.9351,2019.8846,2020.04,37.34848111842238,39,2018.9871,2018.9423,2019.08,39,39.8804941125389,2859.11,154.615,53623.64,2854.11,137.328,49244.69,2750.06,130.67,46158.6,2690,117.6,42091,2722.29,38604.76
Luxembourg,2023.2084,2023.0392,2023.619,LUX,47.2652289615258,23,2022.2084,2022.0392,2022.619,49.0905657395531,20,2021.1621,2020.9615,2021.6364,50.5981451999908,21,2020.12,2020.0385,2020.3043,49.80547204869148,19,2019,2018.9246,2019.1666,23,49.0410370586455,673.04,101.876,151145.79,665.09,94.152,143303.6,647.6,91.107,141587.11,635,80.8,126569,625.98,112875.12
Madagascar,2022.3539,2022,2023.15,MDG,17.5610841191441,120,2021.5397,2021.1628,2022.35,17.9348650425419,110,2020.4921,2020.0233,2021.5,19.0644547947299,107,2019.4375,2019.1364,2020.1,18.61718093855531,106,2018.6666,2018.4186,2019.2,110,22.5070660369798,31964.96,60.877,1989.82,31195.96,56.754,1906.65,29611.71,51.849,1790.29,28427,46.1,1630,27691.02,1647.15
Malawi,2022.5818,2022.4572,2022.8,MWI,15.9877297954921,125,,,,,,,,,,,,,,,,2017.746,2017.7675,2017.7,107,22.9013324900337,21655.29,40.074,1713.77,,,,,,,,,,19129.96,995.27
Malaysia,2022.7333,2022.4,2023.4,MYS,40.5814895487474,34,2021.8312,2021.5385,2022.4399,40.4817524886958,33,2020.8607,2020.5471,2021.5,40.8696720534563,36,2019.875,2019.6604,2020.2963,38.72414217264583,36,2018.7902,2018.6296,2019.1111,36,41.8652117606715,35557.67,1372.61,41021.96,35126.31,1225.93,37082.84,33938.22,1096.51,33112.71,32776,969,29048,32366,27287.38
Mali,2022.15,2021.8718,2022.6666,MLI,13.9671344713691,135,2021.4426,2021.0975,2022.15,11.7946250697673,131,2020.625,2020.3409,2021.25,12.922597978692,129,2019.6061,2019.3478,2020.2,14.23537363736114,126,2018.418,2018.2667,2018.7273,124,19.5274472246506,24478.59,68.526,2843.34,23769.15,61.625,2639.38,22593.59,56.051,2608.76,20856,51.1,2522,20250.83,2421
